d_case_no,d_name,d_last_kno_addr,c_case_type,c_violation,c_violation_date,c_location,c_plea,c_plea_ent_by,c_status,c_so_no,c_deposit_amt,c_in_collection,c_installment_plan,j_finding,j_penalty,j_balance_due,j_date,j_due_on_date,j_branch
15030490,WISCONSIN HOME BUYERS NETWORK LLC,"N112W16298 Apt. 103 MEQUON RD, GERMANTOWN, WI 53022",Municipal citation,"Ordinance 214-7-2-b-1, Annual Fire Inspection Required",2015-05-11 11:30:00.000000,1421 W ATKINSON AVE,No Contest,Court,Closed,DNS011511991,160,No,No,Guilty,160,0,2015-07-16,2015-09-14,1
15030491,WISCONSIN HOME BUYERS NETWORK LLC,"N112W16298 Apt. 103 MEQUON RD, GERMANTOWN, WI 53022",Municipal citation,"Ordinance 214-7-2-b-1, Annual Fire Inspection Required",2015-05-11 12:00:00.000000,1429 W ATKINSON AVE,No Contest,Court,Closed,DNS011512591,160,No,No,Guilty,160,0,2015-07-16,2015-09-14,1
15030651,SKY HS LLC,"2326 E ELM RD, OAK CREEK, WI 53154",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-05-15 00:00:00.000000,5716 W HAMPTON AVE,No Contest,Court,Active,11497951,0,Yes,No,Guilty,1280,1280,2015-07-15,2015-09-14,A
15030653,LULU 3737 LLC,"1222 S 28 ST, Milwaukee, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-07-15 00:00:00.000000,3737 W SCOTT ST,No Contest,Court,Closed,10981121,0,No,No,Guilty,280,0,2015-08-20,2015-10-19,2
15030654,SHEPARDS LLC,"2824 E NEWBERRY BLV, MILWAUKEE, WI 53211",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-07-25 00:00:00.000000,609 E LLOYD ST,No Contest,Iliya Torbica,Closed,10356581,0,No,No,Guilty,280,0,2015-11-17,2015-11-17,2
15030887,OUTDOOR LIVING SOLUTIONS INC,"8100 N 65 ST, BROWN DEER, WI 53223",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-05-23 14:43:00.000000,FOREST HOME AVE W / 27TH ST S,No Contest,Court,Closed,B2297142,161.8,No,No,Guilty,161.8,0,2015-07-10,2015-09-08,2
15030947,PEACE ABUNDANCE LOVE CORPORATION,"4250 S YARROW CRT, LAKEWOOD, CO 80235",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-12 00:00:00.000000,3276 N 28 ST,No Contest,Court,Closed,11272311,0,No,No,Guilty,380,0,2015-07-15,2015-09-14,A
15030948,FOREST HOME PROPERTY LLC,"4455 ACRE VIEW CRT, BROOKFIELD, WI 53005",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-31 00:00:00.000000,1605 W FOREST HOME AVE,No Contest,Defense Attorney,Closed,11173861,0,No,No,Guilty,230,0,2015-07-15,2015-09-14,A
15030951,HOLY SANCTUARY COGIC INCORPORATED,"1338 W ATKINSON AVE, Milwaukee, WI 53206",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-01 00:00:00.000000,1330 W ATKINSON AVE,No Contest,"Mae Lewis, RA",Closed,11118482,0,No,No,Guilty,2880,0,2015-12-17,2016-06-29,2
15030986,NUNEZ ENTERPRIZE LLC,"425 E GARFIELD AVE, Milwaukee, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-09-10 00:00:00.000000,2819 N BUFFUM ST,No Contest,David Nunez,Closed,11084361,0,No,No,Guilty,280,0,2015-10-06,2015-12-07,2
15030988,SEAWAY BANK & TRUST CO,"2102 W FOND DU LAC AVE, MILWAUKEE, WI 53206",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-07 00:00:00.000000,3076 N 34 ST,No Contest,Defense Attorney,Closed,11415371,0,No,No,Guilty,3500,0,2015-12-29,2016-03-28,2
15030992,HARE KRISHNA MISSION INC,"2425 W RAMSEY AVE, MILWAUKEE, WI 53221",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-04 00:00:00.000000,5343 W HAMPTON AVE,No Contest,Defendant,Closed,11170871,0,No,No,Guilty,1380,0,2015-12-15,2016-05-16,1
15030994,CASCADE REAL ESTATE LP XI,"1551 Apt. 409 N WATER ST, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-24 00:00:00.000000,5843 N 61 ST,No Contest,Richard Geis,Closed,11454951,0,No,No,Guilty,1080,0,2015-10-13,2016-05-16,3
15030995,51/CENTER LLC,"2228 E PARK PL, Milwaukee, WI 53211",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-12 00:00:00.000000,5029 W CENTER ST,No Contest,Court,Closed,11190921,0,No,No,Guilty,480,0,2015-07-22,2015-09-21,A
15030997,NTO LLC,"17145 Apt. 157J W BLUEMOUND RD, BROOKFIELD, WI 53005",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-15 00:00:00.000000,2408 W KILBOURN AVE,No Contest,Court,Active,11435141,0,Yes,No,Guilty,900,900,2015-07-15,2015-09-14,A
15030998,ZARKAM LLC,"19305 WHITEHALL DRV, BROOKFIELD, WI 53045",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-07-24 00:00:00.000000,4576 N 40 ST,No Contest,Court,Closed,10998741,0,No,No,Guilty,980,0,2015-07-15,2015-09-14,A
15030999,FN HOUSING LLC,"1442 Apt. 206 N FARWELL AVE, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-31 00:00:00.000000,5008 W CENTER ST,No Contest,Court,Closed,11175501,0,No,No,Guilty,1980,0,2015-07-15,2015-09-14,A
15031000,ANJAN INVESTMENTS LLC,"944 N 44th ST, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-02 00:00:00.000000,6001 W CENTER ST,No Contest,Steve Jesmak,Closed,11415791,0,No,No,Guilty,280,0,2015-09-03,2015-11-02,2
15031001,FREDERICK MACK ENTERPRISES LLC,"2656 N TEUTONIA AVE, Milwaukee, WI 53206",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-02 00:00:00.000000,2804 W KILBOURN AVE,No Contest,Cornelius MCclendon,Closed,11349231,0,No,No,Guilty,880,0,2015-10-15,2016-01-13,2
15031027,B AND C TRUCKING INC,"7211 W FOND DU LAC AVE, MILWAUKEE, WI 53218",Traffic citation,"Statute 341.04(1), Non-Registration of Vehicle",2015-05-28 13:28:00.000000,HAWLEY RD N / BLUEMOUND RD W,No Contest,Court,Closed,S5797503,187,No,No,Guilty,187,0,2015-07-13,2015-09-11,1
15031194,PILOS TRUCKING LLC,"915 92ND ST, FRANKSVILLE, WI 53126",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-05-28 12:12:00.000000,HAWLEY RD N / BLUEMOND RD W,Not Guilty,Defense Attorney,Closed,S5797470,161.8,No,No,Dismissed without Prejudice,20,0,2015-09-18,2015-09-18,1
15031195,PILOS TRUCKING LLC,"915 92ND ST, FRANKSVILLE, WI 53126",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-05-28 12:12:00.000000,HAWLEY RD N / BLUEMOND RD W,Not Guilty,Defense Attorney,Closed,S5797481,161.8,No,No,Dismissed without Prejudice,20,0,2015-09-18,2015-09-18,1
15031196,PILOS TRUCKING LLC,"915 92ND ST, FRANKSVILLE, WI 53126",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-05-28 12:12:00.000000,HAWLEY RD N / BLUEMOND RD W,No Contest,Defense Attorney,Closed,S5797492,161.8,No,No,Guilty,181,0,2015-09-18,2015-12-17,1
15031208,RELIABLE PRESSUREWASH LLC,"4142 W LAYTON AVE, GREENFILED, WI 53219",Traffic citation,"Statute 343.44(1)(c), Driving While Out-Of-Service",2015-05-31 16:19:00.000000,13TH ST S / EDGERTON AVE W,No Contest,Ralph Rosa,Closed,S5797820,3211,No,No,Guilty,1500,0,2015-07-22,2015-10-20,1
15031211,RIGOS AUTO REPAIR AND SANCHEZ MACIAS,"2534 W GREENFIELD AVE, MILWAUKEE, WI 53204",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-05-28 14:17:00.000000,NATIONAL AVE W / S CESAR E CHAVEZ DR,No Contest,Court,Closed,S5797514,161.8,No,No,Guilty,161.8,0,2015-07-13,2015-09-11,1
15031212,RIGOS AUTO REPAIR AND SANCHEZ MACIAS,"2534 W GREENFIELD AVE, MILWAUKEE, WI 53204",Traffic citation,"Statute 344.62(1), Operate Motor Vehicle without Insurance",2015-05-28 14:17:00.000000,NATIONAL AVE W / S CESAR E CHAVEZ DR,No Contest,Court,Closed,S5797525,124,No,No,Guilty,124,0,2015-07-13,2015-09-11,1
15031213,RIGOS AUTO REPAIR AND SANCHEZ MACIAS,"2534 W GREENFIELD AVE, MILWAUKEE, WI 53204",Traffic citation,"Statute 194.34(1), Contract Motor Carrier Fail/License",2015-05-28 14:17:00.000000,NATIONAL AVE W / S CESAR E CHAVEZ DR,No Contest,Court,Closed,S5797536,691,No,No,Guilty,691,0,2015-07-13,2015-09-11,1
15031447,KALIGARRI HOLDING LLC,"5714 W VLIET ST, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-04 00:00:00.000000,4731 N 76 ST,No Contest,Defense Attorney,Active,11177641,0,Yes,No,Guilty,880,880,2015-10-29,2016-01-27,2
15031461,HOLT HOLDINGS LLC,"8368 S TUCKAWAY SHORES DRV, FRANKLIN, WI 53132",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-31 00:00:00.000000,5100 W CENTER ST,No Contest,Court,Active,11406481,0,No,No,Guilty,680,680,2015-07-15,2015-09-14,A
15031718,NTO LLC,"17145 Apt. 157J W BLUEMOUND RD, BROOKFIELD, WI 53005",Municipal citation,"Ordinance 200-42-2-c, Illegal Occupancy -- No Cert / Unfit",2015-05-13 12:20:00.000000,2408 W KILBOURN AVE,No Contest,"Macklin, Gerald",Active,DNS011500121,313,Yes,No,Guilty,363,363,2015-10-08,2015-12-07,3
15031719,THE HAGEN REVOCABLE LIVING TRUST,"4141 S REGAL MANOR CRT, NEW BERLIN, WI 53151",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-06 00:00:00.000000,1656 S MUSKEGO AVE,No Contest,Defendant,Closed,11185761,0,No,No,Guilty,2270,0,2015-12-22,2016-02-22,1
15031720,STRONGHOLD CAPITOL CORP,"5534 Apt. #100 W 10600 NORTH, HIGHLAND, UT 84003",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2015-05-15 10:38:00.000000,2938 N 6 ST,No Contest,Court,Closed,DNS011496711,691,No,No,Guilty,395,0,2015-07-16,2015-09-14,1
15031722,STRONGHOLD CAPITOL CORP,"5534 Apt. #100 W 10600 NORTH, HIGHLAND, UT 84003",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-05-15 10:38:00.000000,2938 N 6 ST,No Contest,Court,Closed,DNS011496701,502,No,No,Guilty,250,0,2015-07-16,2015-09-14,1
15031723,UNITED REALTY LLC,"3100 W CONCORDIA AVE, MILWAUKEE, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-12-19 00:00:00.000000,3161 N 31 ST,No Contest,Defense Attorney,Closed,11254351,0,No,No,Guilty,435,0,2015-10-15,2016-01-13,2
15031728,CASSIANI VENTURES LLC,"1001 Apt. 238 W GLEN OAKS LN, MEQUON, WI 53092",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-11-12 00:00:00.000000,2829 N WEIL ST,No Contest,"james crosby, member",Closed,10574291,0,No,No,Guilty,930,0,2015-10-27,2015-12-28,1
15031732,CROSSROADS DEVELOPMENT LLC,"W256 N4811 INVERNESS DRV, PEWAUKEE, WI 53072",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-27 00:00:00.000000,5739 N 61 ST,No Contest,Court,Active,11457601,0,Yes,No,Guilty,5000,5000,2015-07-23,2015-10-21,3
15031733,SEVENTH ROUND HOLDINGS LLC,"1103 LAKEFIELD RD, GRAFTON, WI 53024",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2015-05-27 10:30:00.000000,2467 N 41 ST,No Contest,Court,Closed,DNS011515091,691,No,No,Guilty,345,0,2015-07-16,2015-09-14,1
15031734,EXCULSIVE SOLD INVESTMENTS LLC,"6960-C N RAINTREE DRV, Milwaukee, WI 53223",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-10 00:00:00.000000,920 W CHAMBERS ST,No Contest,Court,Active,11141071,0,No,No,Guilty,4180,4180,2015-07-15,2015-09-14,A
15031736,ADAMS FAMILY REVOC LIVING TRUST,"2728 N GRANT BLV, Milwaukee, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-28 00:00:00.000000,3420 N 23 ST,No Contest,Peter Allen,Closed,11166821,0,No,No,Guilty,1080,0,2016-01-12,2016-04-11,2
15031739,ADAMS FAMILY REVOC LIVING TRUST,"2728 N GRANT BLV, Milwaukee, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-28 00:00:00.000000,3416 N 23 ST,No Contest,Peter Allen,Closed,11166881,0,No,No,Guilty,780,0,2016-01-12,2016-04-11,2
15032288,VIET HOA APPLETON LLC,"5455 S 27TH ST, GREENFIELD, WI 53221",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-02-23 00:00:00.000000,8340 W APPLETON AVE,No Contest,Defense Attorney,Active,11335871,0,No,No,Guilty,380,380,2015-09-22,2015-12-21,3
15032289,COMMITTED TO CHRIST INTL MINISTRIES INC,"3122 LOIS LN, ROWLETT, TX 75088",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-12 00:00:00.000000,5015 W CENTER ST,No Contest,Joyce Thornton,Active,11191061,0,No,No,Guilty,400,400,2015-09-22,2015-11-23,3
15032328,GEORGE HARRIS TRUCKING LLC,"4630 N TEUTONIA AV, MILWAUKEE, WI 53209",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-06-01 11:47:00.000000,HAWLEY RD S / MAIN ST W,No Contest,Defendant,Closed,B2297260,161.8,No,No,Guilty,100,0,2015-07-17,2015-09-15,1
15032329,GEORGE HARRIS TRUCKING LLC,"4630 N TEUTONIA AV, MILWAUKEE, WI 53209",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-06-01 11:47:00.000000,HAWLEY RD S / MAIN ST W,No Contest,Defendant,Closed,B2297271,161.8,No,No,Guilty,100,0,2015-07-17,2015-09-15,1
15032330,GEORGE HARRIS TRUCKING LLC,"4630 N TEUTONIA AV, MILWAUKEE, WI 53209",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-06-01 11:47:00.000000,HAWLEY RD S / MAIN ST W,No Contest,Defendant,Closed,B2297282,161.8,No,No,Guilty,100,0,2015-07-17,2015-09-15,1
15032356,LALONDE CONTRACTORS INC,"1609 LINCOLN AVE, WAUKESHA, WI 53186",Traffic citation,"Statute 348.15(3)(c), Violate Class A Hwy Weight Limits",2015-05-28 14:13:00.000000,HOLT AVE W /,No Contest,Court,Closed,B2297186,1964.62,No,No,Guilty,1964.62,0,2015-07-17,2015-09-15,1
15032379,PILOS TRUCKING LLC,"915 92ND ST, FRANKSVILLE, WI 53126",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-06-01 09:21:00.000000,HAWLEY RD N / BLUE MOUND RD W,Not Guilty,Defense Attorney,Closed,B2297234,124,No,No,Dismissed without Prejudice,20,0,2015-09-18,2015-09-18,1
15032380,PILOS TRUCKING LLC,"915 92ND ST, FRANKSVILLE, WI 53126",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-06-01 09:21:00.000000,HAWLEY RD N / BLUE MOUND RD W,Not Guilty,Defense Attorney,Closed,B2297245,161.8,No,No,Dismissed without Prejudice,20,0,2015-09-18,2015-09-18,1
15032381,PILOS TRUCKING LLC,"915 92ND ST, FRANKSVILLE, WI 53126",Traffic citation,"Statute 194.34(1), Contract Motor Carrier Fail/License",2015-06-01 09:21:00.000000,HAWLEY RD N / BLUE MOUND RD W,No Contest,Defense Attorney,Closed,B2297256,691,No,No,Guilty,320,0,2015-12-16,2015-12-16,1
15032407,UPTHALL CONSTRUCTION LLC,"3248 SHORTRIDGE DR, RACINE, WI 53402",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-06-03 12:55:00.000000,LAYTON AVE E / PINE AVE S,No Contest,Court,Closed,R6549292,161.8,No,No,Guilty,161.8,0,2015-07-17,2015-09-15,1
15032701,CW PURPERO INC,"5770 S 13TH ST, MILWAUKEE, WI 53221",Municipal citation,"Ordinance 101-5.5-1-a, Excessive Size/Weight/Load Permit Req'd",2015-06-05 12:52:00.000000,7500 W BLUEMOUND RD,No Contest,Court,Closed,61564016,321,No,No,Guilty,321,0,2015-08-26,2015-10-26,2
15032702,TRANS UNITED INC,"1123 N STATE RD, BURNS HARBOR, IN 46304",Municipal citation,"Ordinance 101-5.5-1-a, Excessive Size/Weight/Load Permit Req'd",2015-05-21 19:11:00.000000,1600 W CANAL ST,No Contest,Court,Closed,61564112,321,No,No,Guilty,321,0,2015-07-27,2015-09-25,2
15033097,LJD HOLDINGS LLC,"7544 S NOTTINGHAM WAY, FRANKLIN, WI 53132",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-07 00:00:00.000000,3808 S 24 ST,No Contest,Lori Fuller,Closed,11416311,0,No,No,Guilty,280,0,2015-10-22,2015-12-21,3
15033100,RNTSDU INVESTMENTS LLC,"17145 Apt. 157J W BLUEMOUND RD, BROOKFIELD, WI 53005",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-13 00:00:00.000000,1442 N FARWELL AVE,No Contest,Court,Active,11198361,0,Yes,No,Guilty,1000,980,2015-08-13,2015-10-13,3
15033105,BELLA FINANCIAL SERVICES LLC,"2545 Apt. 1 N 30 ST, Milwaukee, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-02-02 00:00:00.000000,3710 N 3 ST,No Contest,Court,Active,11307691,0,Yes,No,Guilty,680,680,2015-07-22,2015-09-21,A
15033108,CZECHMATES LLC,"3121 Apt. 3 W WISCONSIN AVE, Milwaukee, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-09-30 00:00:00.000000,6410 W CARMEN AVE,No Contest,Mark Roeker,Closed,11115521,0,No,No,Guilty,230,0,2015-10-13,2015-12-14,3
15033122,THE RADICEVIC REVOCABLE TRUST,"2414 S ST CLAIR ST, Milwaukee, WI 53207",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-09-17 00:00:00.000000,2426 S ST CLAIR ST,No Contest,Patricia Radicevic,Closed,10463151,0,No,No,Guilty,230,0,2015-07-22,2015-10-20,A
15033124,SANDBAR PROPERTIES LLC,"W186 S6782 JEWEL CREST DRV, MUSKEGO, WI 53150",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-28 00:00:00.000000,3243 N 24 PL,No Contest,Court,Closed,11166701,0,No,No,Guilty,1730,0,2015-09-22,2015-11-23,3
15033125,DTD LLC,"10781 WEST TWAIN AVE, LAS VEGAS, NV 89135",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-15 00:00:00.000000,2552 N 20 ST,No Contest,Court,Closed,11433971,0,No,No,Guilty,1230,0,2015-09-22,2015-11-23,3
15033134,E & K CAPITAL HOLDINGS LLC,"4516 W KEEFE AVE, Milwaukee, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-30 00:00:00.000000,4177 N 19 PL,No Contest,Defense Attorney,Active,11171471,0,Yes,No,Guilty,810,810,2015-10-22,2016-01-20,3
15033331,WELLS FARGO BANK NA,"3476 Stateview BLV, Fort Mill, SC 29715--7203",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-06-04 11:30:00.000000,6261 N 102 ST,No Contest,Court,Closed,DNS011531171,502,No,No,Guilty,502,0,2015-07-23,2015-09-21,3
15033332,NEW HORIZONS INTEGRATED MINISTRIES OF MT,"2233 N 31st ST, MILWAUKEE, WI 53208",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-05-26 11:00:00.000000,3029 N 35 ST,No Contest,Court,Active,DNS011534531,502,No,No,Guilty,502,502,2015-07-23,2015-09-21,3
15033333,HN PROPERTY AND MANAGEMENT LLC,"3142 N MAYFAIR RD, WAUWATOSA, WI 53222",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-05-26 14:00:00.000000,4610 N 32 ST,No Contest,Court,Active,DNS011508111,502,Yes,No,Guilty,502,502,2015-07-23,2015-09-21,3
15033534,MARY F WEINER U/D/T D12 4 95,"3551 S 80 ST, Milwaukee, WI 53220",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-06 00:00:00.000000,1223 S 11 ST,No Contest,Court,Closed,11184471,0,No,No,Guilty,230,0,2015-07-23,2015-09-21,3
15033535,2354 A S 16TH ST LLC,"6201 JEFFERS DRV, MADISON, WI 53719",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-14 00:00:00.000000,2354 S 16 ST,No Contest,Defense Attorney,Closed,11141161,0,No,No,Guilty,330,0,2015-09-29,2015-11-30,1
15033536,MILWAUKEE DEVELOPMENT GROUP LLC,"1710 Apt. 3 BRITTANY PL, MADISON, WI 53711",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-12-23 00:00:00.000000,4644 N 38 ST,No Contest,Court,Active,11254971,0,No,No,Guilty,1530,1530,2015-07-30,2015-09-28,1
15033538,SMARTASSETS LLC,"W340S9285 CORNER CRT, EAGLE, WI 53119",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-13 00:00:00.000000,1550 E IRVING PL,No Contest,"todd wage, RA",Closed,11427161,0,No,No,Guilty,330,0,2015-09-29,2015-11-30,1
15033539,DAHLS SERVICES LLC,"1025 E STONEGATE DRV, OAK CREEK, WI 53154",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-13 00:00:00.000000,1550 E IRVING PL,No Contest,Jason Dahl,Closed,11427161,0,No,No,Guilty,330,0,2015-09-29,2015-11-30,1
15033543,LIR PROPERTIES LLC,"5231 WOOD LILLY LN, WATERFORD, WI 53185",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2015-05-12 15:30:00.000000,1328 S 8 ST,No Contest,Bradley Rozanski,Active,DNS011514401,691,Yes,No,Guilty,395,395,2015-10-08,2016-04-18,3
15033544,RESIDENCE DEALS LLC,"N62 W12921 RIVER HEIGHTS DRV, MENOMONEE FALLS, WI 53051",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-20 00:00:00.000000,5432 N 60 ST,No Contest,Suresh Gopalakrishnan,Closed,11443481,0,No,No,Guilty,330,0,2015-10-27,2015-12-28,1
15033545,LIR PROPERTIES LLC,"5231 WOOD LILLY LN, WATERFORD, WI 53185",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-05-12 11:45:00.000000,1328 S 8 ST,No Contest,Bradley Rozanski,Closed,DNS011514331,502,No,No,Guilty,300,0,2015-10-08,2016-03-21,3
15033812,REDDS SNAPPER SEAFOOD II,"6016 W LISBON AVE, MILWAUKEE, WI 53210",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-05-14 22:13:00.000000,6016 W LISBON AVE,No Plea,,Closed,61513001,367.48,No,No,Dismissed without Prejudice,0,0,2015-07-24,2015-07-27,2
15033813,PIZZA HUT,"11133 W SILVER SPRING DR, MILWAUKEE, WI 53225",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-06-03 14:41:00.000000,11133 W SILVER SPRING DRV,No Plea,,Closed,61513012,177,No,No,Dismissed without Prejudice,0,0,2015-07-24,2015-07-27,2
15033814,MCDONALDS CORP,"2700 W CAPITOL DR, MILWAUKEE, WI 53216",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-04-17 18:51:00.000000,2700 W CAPTIOL DRV,No Plea,,Closed,61513023,177,No,No,Dismissed without Prejudice,0,0,2015-07-24,2015-07-27,2
15033815,PORTLAND TRUCKING INC,"2061 S HARBOR DR, MILWAUKEE, WI 53207",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-04-21 17:10:00.000000,2061 S HARBOR DRV,No Contest,Court,Closed,61513034,177,No,No,Guilty,177,0,2015-07-24,2015-07-24,2
15033816,TOWN BANK,"140 S 1ST ST, MILWAUKEE, WI 53204",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-05-17 07:49:00.000000,140 S 1ST ST,No Contest,Court,Closed,61513045,367.48,No,No,Guilty,367.48,0,2015-07-24,2015-07-24,2
15033817,WENDYS,"4601 W NORTH AVE, MILWAUKEE, WI 53208",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-04-26 17:38:00.000000,4601 W NORTH AVE,No Contest,Court,Closed,61513056,367.48,No,No,Guilty,367.48,0,2015-07-24,2015-07-24,2
15033818,I HOP RESTAURANT,"5341 W FOND DU LAC AVE, MILWAUKEE, WI 53216",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-05-22 03:59:00.000000,5341 W FOND DU LAC AVE,No Plea,,Closed,61513060,114,No,No,Dismissed without Prejudice,0,0,2015-07-24,2015-07-27,2
15033999,BUILDING AND LANDSCAPE SERVICES INC,"3118 PRAIRIE VIEW LN, RICHFIELD, WI 53076",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-06-08 10:09:00.000000,FOND DU LAC AVE W / 34TH ST N,No Contest,Court,Closed,S2216782,161.8,No,No,Guilty,161.8,0,2015-07-24,2015-07-24,2
15034000,BUILDING AND LANDSCAPE SERVICES INC,"3118 PRAIRIE VIEW LN, RICHFIELD, WI 53076",Traffic citation,"Statute TR327.03(3), Fed Reg/Safety - General",2015-06-08 10:09:00.000000,FOND DU LAC AVE W / 34TH ST N,No Contest,Court,Closed,S2216793,124,No,No,Guilty,124,0,2015-07-24,2015-07-24,2
15034141,MH UNLIMITED REALTY LLC,"18655 GLENWOOD LN, BROOKFIELD, WI 53045",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-09-23 00:00:00.000000,3124 N 40 ST,No Contest,Court,Active,11107571,0,No,No,Guilty,580,580,2015-07-23,2015-09-21,3
15034147,TW HOMES LLC,"S79W15750 Apt. MUSK AUDMAR DRV, MUSKEGO, WI 53150",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-02-24 00:00:00.000000,6738 W CHAMBERS ST,No Contest,"wesley anderson, RA",Closed,11336981,0,No,No,Guilty,330,0,2015-10-27,2015-12-28,1
15034172,8125 W CENTER ST LLC,"2426 N HUMBOLDT BLV, Milwaukee, WI 53212",Municipal citation,"Ordinance 214-7-2-b-1, Annual Fire Inspection Required",2015-06-23 10:30:00.000000,8125 W CENTER ST,Not Guilty,Daniel Peter Mehail,Closed,DNS011556751,160,No,No,Not Guilty,0,0,2015-09-15,2015-09-15,1
15034175,RA BELL PROPERTIES & INVESTMENTS LLC,"4773 N 29 ST, Milwaukee, WI 53209",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2015-06-18 14:00:00.000000,4563 N 50 ST,No Contest,Court,Active,DNS011549951,691,No,No,Guilty,691,691,2015-07-30,2015-09-28,1
